DTW_A,DTW_B,DTW_C,LEV_A,LEV_B,LEV_C,SS_A,SS_B,SS_C
15378.508465281675,10645.010924524786,40528.28735908532,125,82,326,0.2826086956521739,0.6216216216216216,0.14673913043478262
42601.63137296502,15514.37285850255,33507.731559707325,361,154,217,0.20134228187919462,0.37735849056603776,0.10101010101010101
21461.701117361867,7269.461791116983,28289.708101598182,158,74,237,0.3582089552238806,0.18439716312056736,0.17088607594936708
57102.3712526113,34939.212538229374,14697.989948634611,391,296,149,0.2823529411764706,0.1072961373390558,0.1214574898785425
29819.88687540115,12620.570718146671,36068.56648750897,262,132,272,0.3150684931506849,0.3,0.3283582089552239
68071.68500125842,19733.544899233395,23941.640620941318,452,139,198,0.16477272727272727,0.10037174721189591,0.19607843137254902
13876.632787667422,74351.14234036057,29745.03801539074,107,620,266,0.23148148148148148,0.13392857142857142,0.23809523809523808
13412.77913758443,7434.98848573012,33670.48319204521,117,52,277,0.1388888888888889,0.3829787234042553,0.1897810218978102
35731.01324549267,14550.43328139653,23960.80408790624,262,93,175,0.174496644295302,0.2903225806451613,0.3968253968253968
18367.649829703147,21805.590510366306,8950.17421129502,138,193,77,0.12096774193548387,0.27472527472527475,0.3076923076923077
26127.15712700658,61661.46135714704,76970.37679825556,228,495,546,0.13861386138613863,0.0755287009063444,0.2153846153846154
4359.683429900312,55120.5552960614,89026.36045673517,29,399,666,0.23958333333333334,0.24347826086956523,0.08659217877094973
34979.257772709636,27054.063301456095,11513.14012644046,263,250,97,0.3,0.2804878048780488,0.3076923076923077
20853.1182923772,51928.25605858846,13091.896289349832,190,428,102,0.18,0.15151515151515152,0.46938775510204084
25745.587197022676,47245.26003927277,14795.71523481354,184,405,125,0.19402985074626866,0.13574660633484162,0.15286624203821655
43926.099784870756,4310.922117270027,60852.458695350535,314,24,447,0.21238938053097345,0.17777777777777778,0.2222222222222222
10203.798664220498,21210.73400319333,6132.514802725825,75,241,32,0.7037037037037037,0.27380952380952384,0.18045112781954886
4685.328021526086,22230.60201561707,9957.439019531152,26,213,67,0.2875,0.15,0.4444444444444444
22831.52401539573,16887.5913701435,5087.420077907454,236,195,28,0.2962962962962963,0.3389830508474576,0.5625
7279.908167508109,4685.451539476825,5160.454074562855,45,22,42,0.4791666666666667,0.1926605504587156,0.21428571428571427
16739.554419270808,13969.972903777376,5057.197525710886,159,117,24,0.65625,0.2,0.6206896551724138
7143.058785267179,22522.45869394442,6012.815040346856,52,231,42,0.3142857142857143,0.24719101123595505,0.5652173913043478
8033.468508430948,18167.490805146233,14934.081112158294,64,188,94,0.6111111111111112,0.24719101123595505,0.5862068965517241
18252.412486377336,19022.850207581694,11981.560560372223,135,157,81,0.5714285714285714,0.3,0.5
8334.572566342189,15701.92361626707,4538.256031159314,64,148,24,0.1885245901639344,0.25,0.64
4658.608934228677,11263.51282868464,4954.836267611826,25,95,21,0.17293233082706766,0.5,0.391304347826087
16243.342172665876,15475.408284907862,27165.82841475268,115,150,234,0.55,0.19672131147540983,0.3898305084745763
15346.802369825697,17828.2171837057,6534.116613866808,131,141,43,0.4878048780487805,0.22641509433962265,0.6206896551724138
5378.899622277739,29404.149223849872,4310.014753512906,41,287,24,0.22580645161290322,0.16923076923076924,0.5
20226.929835124116,16218.132941896103,21863.699616087226,214,188,218,0.3055555555555556,0.42857142857142855,0.4423076923076923
15126.178981874673,16894.241007504694,7267.956472058424,118,167,41,0.59375,0.3194444444444444,0.1951219512195122
31704.109767390764,18257.308299841792,22855.08539387752,298,168,197,0.45614035087719296,0.25773195876288657,0.25742574257425743
8081.359847567814,6464.510175463258,16286.689265485329,72,45,137,0.4032258064516129,0.32432432432432434,0.4074074074074074
11695.737707077622,14010.658005115047,5368.417621260021,93,126,26,0.18181818181818182,0.25773195876288657,0.40625
14495.691102029154,5452.742089073416,7135.076825965163,153,33,54,0.41379310344827586,0.3287671232876712,0.34782608695652173
30654.414918080696,18138.003290720426,15002.716657597783,252,159,114,0.44642857142857145,0.6774193548387096,0.325
